Series ID,Year,Period,Label,Value
WPU102302,2011,M09,2011 Sep,259.5
WPU102302,2011,M10,2011 Oct,253.6
WPU102302,2011,M11,2011 Nov,244.0
WPU102302,2011,M12,2011 Dec,236.1
WPU102302,2012,M01,2012 Jan,236.5
WPU102302,2012,M02,2012 Feb,241.1
WPU102302,2012,M03,2012 Mar,251.6
WPU102302,2012,M04,2012 Apr,247.6
WPU102302,2012,M05,2012 May,240.1
WPU102302,2012,M06,2012 Jun,235.1
WPU102302,2012,M07,2012 Jul,226.6
WPU102302,2012,M08,2012 Aug,224.5
WPU102302,2012,M09,2012 Sep,224.2
WPU102302,2012,M10,2012 Oct,236.0
WPU102302,2012,M11,2012 Nov,236.8
WPU102302,2012,M12,2012 Dec,242.5
WPU102302,2013,M01,2013 Jan,241.0
WPU102302,2013,M02,2013 Feb,241.1
WPU102302,2013,M03,2013 Mar,235.3
WPU102302,2013,M04,2013 Apr,232.3
WPU102302,2013,M05,2013 May,228.5
WPU102302,2013,M06,2013 Jun,228.4
WPU102302,2013,M07,2013 Jul,219.0
WPU102302,2013,M08,2013 Aug,220.4
WPU102302,2013,M09,2013 Sep,216.2
WPU102302,2013,M10,2013 Oct,218.3
WPU102302,2013,M11,2013 Nov,216.7
WPU102302,2013,M12,2013 Dec,216.2
WPU102302,2014,M01,2014 Jan,220.4
WPU102302,2014,M02,2014 Feb,228.0
WPU102302,2014,M03,2014 Mar,231.0
WPU102302,2014,M04,2014 Apr,237.6
WPU102302,2014,M05,2014 May,234.1
WPU102302,2014,M06,2014 Jun,239.2
WPU102302,2014,M07,2014 Jul,248.0
WPU102302,2014,M08,2014 Aug,254.0
WPU102302,2014,M09,2014 Sep,255.3
WPU102302,2014,M10,2014 Oct,247.3
WPU102302,2014,M11,2014 Nov,257.7
WPU102302,2014,M12,2014 Dec,257.0
WPU102302,2015,M01,2015 Jan,250.7
WPU102302,2015,M02,2015 Feb,245.8
WPU102302,2015,M03,2015 Mar,233.5
WPU102302,2015,M04,2015 Apr,226.4
WPU102302,2015,M05,2015 May,222.3
WPU102302,2015,M06,2015 Jun,211.2
WPU102302,2015,M07,2015 Jul,200.5
WPU102302,2015,M08,2015 Aug,192.9
WPU102302,2015,M09,2015 Sep,186.5
WPU102302,2015,M10,2015 Oct,184.3
WPU102302,2015,M11,2015 Nov,175.5
WPU102302,2015,M12,2015 Dec,174.3
WPU102302,2016,M01,2016 Jan,174.4
WPU102302,2016,M02,2016 Feb,178.6
WPU102302,2016,M03,2016 Mar,184.6
WPU102302,2016,M04,2016 Apr,185.5
WPU102302,2016,M05,2016 May,188.9
WPU102302,2016,M06,2016 Jun,186.1
WPU102302,2016,M07,2016 Jul,189.1
WPU102302,2016,M08,2016 Aug,188.6
WPU102302,2016,M09,2016 Sep,185.8
WPU102302,2016,M10,2016 Oct,187.4
WPU102302,2016,M11,2016 Nov,190.9
WPU102302,2016,M12,2016 Dec,194.5
WPU102302,2017,M01,2017 Jan,197.5
WPU102302,2017,M02,2017 Feb,206.4
WPU102302,2017,M03,2017 Mar,209.5
WPU102302,2017,M04,2017 Apr,211.6
WPU102302,2017,M05,2017 May,213.3
WPU102302,2017,M06,2017 Jun,207.5
WPU102302,2017,M07,2017 Jul,206.6
WPU102302,2017,M08,2017 Aug,209.6
WPU102302,2017,M09,2017 Sep,213.5
WPU102302,2017,M10,2017 Oct,216.3
WPU102302,2017,M11,2017 Nov,216.2
WPU102302,2017,M12,2017 Dec,214.8
WPU102302,2018,M01,2018 Jan,218.1
WPU102302,2018,M02,2018 Feb,217.0
WPU102302,2018,M03,2018 Mar,227.0
WPU102302,2018,M04,2018 Apr,226.1
WPU102302,2018,M05,2018 May,233.4
WPU102302,2018,M06,2018 Jun,239.1
WPU102302,2018,M07,2018 Jul,228.8
WPU102302,2018,M08,2018 Aug,213.2
WPU102302,2018,M09,2018 Sep,203.0
WPU102302,2018,M10,2018 Oct,196.4
WPU102302,2018,M11,2018 Nov,191.9
WPU102302,2018,M12,2018 Dec,193.3
WPU102302,2019,M01,2019 Jan,190.2
WPU102302,2019,M02,2019 Feb,201.2
WPU102302,2019,M03,2019 Mar,211.7
WPU102302,2019,M04,2019 Apr,201.6
WPU102302,2019,M05,2019 May,186.0
WPU102302,2019,M06,2019 Jun,174.8
WPU102302,2019,M07,2019 Jul,173.2
WPU102302,2019,M08,2019 Aug,170.3
WPU102302,2019,M09,2019 Sep,165.6
WPU102302,2019,M10,2019 Oct,160.1
WPU102302,2019,M11,2019 Nov,151.0
WPU102302,2019,M12,2019 Dec,150.4
WPU102302,2020,M01,2020 Jan,154.0
WPU102302,2020,M02,2020 Feb,153.8
WPU102302,2020,M03,2020 Mar,156.3
WPU102302,2020,M04,2020 Apr,161.4
WPU102302,2020,M05,2020 May,151.5
WPU102302,2020,M06,2020 Jun,133.3
WPU102302,2020,M07,2020 Jul,142.2
WPU102302,2020,M08,2020 Aug,137.3
WPU102302,2020,M09,2020 Sep,152.6
WPU102302,2020,M10,2020 Oct,167.3
WPU102302,2020,M11,2020 Nov,171.5
WPU102302,2020,M12,2020 Dec,190.0
WPU102302,2021,M01,2021 Jan,211.5
WPU102302,2021,M02,2021 Feb,214.7
WPU102302,2021,M03,2021 Mar,218.0
WPU102302,2021,M04,2021 Apr,224.7
WPU102302,2021,M05,2021 May,261.6
WPU102302,2021,M06,2021 Jun,277.1
WPU102302,2021,M07,2021 Jul,278.263
WPU102302,2021,M08,2021 Aug,291.898
WPU102302,2021,M09,2021 Sep,286.568
WPU102302,2021,M10,2021 Oct,290.014
WPU102302,2021,M11,2021 Nov,289.474
WPU102302,2021,M12,2021 Dec,289.429
WPU102302,2022,M01,2022 Jan,293.420
WPU102302,2022,M02,2022 Feb,301.255
WPU102302,2022,M03,2022 Mar,356.897
WPU102302,2022,M04,2022 Apr,357.652
WPU102302,2022,M05,2022 May,324.600
WPU102302,2022,M06,2022 Jun,318.379
WPU102302,2022,M07,2022 Jul,237.371
WPU102302,2022,M08,2022 Aug,257.525
WPU102302,2022,M09,2022 Sep,245.470
WPU102302,2022,M10,2022 Oct,227.399
WPU102302,2022,M11,2022 Nov,226.405
WPU102302,2022,M12,2022 Dec,248.635
WPU102302,2023,M01,2023 Jan,254.688
WPU102302,2023,M02,2023 Feb,256.530
WPU102302,2023,M03,2023 Mar,248.700
WPU102302,2023,M04,2023 Apr,247.480
WPU102302,2023,M05,2023 May,250.869
WPU102302,2023,M06,2023 Jun,253.660
WPU102302,2023,M07,2023 Jul,248.272
WPU102302,2023,M08,2023 Aug,251.292
WPU102302,2023,M09,2023 Sep,246.802
WPU102302,2023,M10,2023 Oct,247.713
WPU102302,2023,M11,2023 Nov,254.256
WPU102302,2023,M12,2023 Dec,258.599
WPU102302,2024,M01,2024 Jan,259.053
WPU102302,2024,M02,2024 Feb,267.409
WPU102302,2024,M03,2024 Mar,264.333
WPU102302,2024,M04,2024 Apr,272.242
WPU102302,2024,M05,2024 May,310.021
WPU102302,2024,M06,2024 Jun,335.207
WPU102302,2024,M07,2024 Jul,322.360
WPU102302,2024,M08,2024 Aug,297.382
WPU102302,2024,M09,2024 Sep,290.550
WPU102302,2024,M10,2024 Oct,305.490
WPU102302,2024,M11,2024 Nov,314.405
WPU102302,2024,M12,2024 Dec,315.277
WPU102302,2025,M01,2025 Jan,319.281
WPU102302,2025,M02,2025 Feb,326.443
WPU102302,2025,M03,2025 Mar,354.496
WPU102302,2025,M04,2025 Apr,350.272
